,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
17954,15360093981032800,23,19,1646.0,2,1,1,211
17955,15360095540989900,23,5,374.55,2,1,1,211
17956,15360095746026300,23,4,236.32,2,1,2,212
17957,15360095749556400,23,3,196.88,2,2,2,222
17958,15360097230838000,23,8,404.12,2,1,1,211
17959,15360097508607300,5,10,1127.97,1,1,1,111
17964,15360101766352300,23,3,402.06,2,2,1,221
17966,15360104332071500,23,7,957.4399999999997,2,1,1,211
17968,15360107018045800,5,4,456.0,1,1,1,111
17969,15360107200031100,23,7,754.0,2,1,1,211
17972,15360108214919300,23,3,267.0,2,2,2,222
17976,15360109932143300,23,3,361.0,2,2,1,221
17984,15360117136037900,23,3,340.0,2,2,1,221
17986,15360118324861400,23,6,675.82,2,1,1,211
17991,15360121450712000,21,4,305.84,2,1,2,212
17992,15360124166224200,14,10,1781.8000000000004,2,1,1,211
17993,15360126866901600,23,6,739.5,2,1,1,211
17996,15360131413415900,14,6,518.6999999999998,2,1,1,211
18004,15360143315645000,3,5,381.84,1,1,1,111
18005,15360143438523900,22,3,188.0,2,2,2,222
18007,15360146001037100,23,4,289.0,2,1,2,212
18012,15360154310656500,15,3,474.51,2,2,1,221
18013,15360154922482700,23,6,412.0,2,1,1,211
18015,15360159425855500,4,3,318.42,1,2,2,122
18017,15360160854119200,22,7,356.08,2,1,1,211
18019,15360162442463500,23,3,385.76,2,2,1,221
18020,15360163819187500,23,4,395.52,2,1,1,211
18025,15360170379704100,21,9,1287.0,2,1,1,211
18031,15360178996618200,22,3,427.0,2,2,1,221
18035,15360186163822500,23,3,337.1,2,2,1,221
18039,15360191723038400,22,3,295.44,2,2,2,222
18040,15360193968537600,22,7,405.52,2,1,1,211
18041,15360196307599800,22,5,273.0,2,1,2,212
18045,15360201367754200,22,5,438.0,2,1,1,211
18046,15360202836744400,22,5,286.0,2,1,2,212
18049,15360203901263000,22,3,203.0,2,2,2,222
18050,15360205760631200,17,3,443.0,2,2,1,221
18054,15360209337153500,22,5,690.35,2,1,1,211
18055,15360210804846700,22,4,281.0,2,1,2,212
18058,15360216325546300,22,3,441.56,2,2,1,221
18061,15360221746856500,13,5,770.2,2,1,1,211
18062,15360222810366400,22,3,378.0,2,2,1,221
18064,15360223776764400,22,4,227.0,2,1,2,212
18066,15360225947238900,22,3,323.0,2,2,2,222
18068,15360228381393900,22,6,473.0,2,1,1,211
18070,15360231705316400,16,7,773.0,2,1,1,211
18072,15360233232727800,2,4,543.0,1,1,1,111
18075,15360235313177900,22,12,1292.1600000000005,2,1,1,211
18077,15360237275778000,22,3,230.91,2,2,2,222
18079,15360238797351400,22,8,845.0,2,1,1,211
18083,15360241730298700,22,7,604.09,2,1,1,211
18089,15360246590419100,22,4,405.64,2,1,1,211
18090,15360246850098500,22,5,293.65,2,1,2,212
18092,15360247703262600,22,5,197.7,2,1,2,212
18095,15360250941102900,4,4,261.0,1,1,2,112
18096,15360251828451300,22,3,591.0,2,2,1,221
18097,15360252580073600,22,3,281.0,2,2,2,222
18098,15360252971452000,22,9,637.0,2,1,1,211
18103,15360258818094800,22,11,972.0,2,1,1,211
18105,15360261212279600,22,4,262.0,2,1,2,212
18107,15360262735091000,18,3,228.0,2,2,2,222
18108,15360262990421600,21,8,641.0,2,1,1,211
18114,15360269011525000,22,3,230.34,2,2,2,222
18115,15360269471036400,22,4,268.0,2,1,2,212
18121,15360275572477500,19,6,370.0,2,1,1,211
18124,15360277088423100,2,15,1076.8199999999997,1,1,1,111
18130,15360282077674400,22,3,319.26,2,2,2,222
18131,15360282902881500,22,10,1339.0,2,1,1,211
18132,15360285094087000,22,7,608.18,2,1,1,211
18134,15360285481211200,19,4,556.0,2,1,1,211
18136,15360287415044300,3,6,510.44999999999993,1,1,1,111
18140,15360289323794900,22,4,322.84,2,1,2,212
18144,15360294045492000,3,8,328.36,1,1,1,111
18146,15360296485021000,22,3,325.43,2,2,2,222
18155,15360307114901400,13,7,765.4399999999998,2,1,1,211
18163,15360315632466500,22,3,312.0,2,2,2,222
18168,15360318418936600,22,4,234.0,2,1,2,212
18170,15360320531558100,22,4,242.0,2,1,2,212
18173,15360324495231800,21,11,2111.32,2,1,1,211
18174,15360327797233200,4,6,328.0,1,1,1,111
18178,15360334007728000,22,13,1811.9700000000007,2,1,1,211
18179,15360335215603000,22,3,276.0,2,2,2,222
18182,15360338330264100,22,6,337.0,2,1,1,211
18188,15360344213333700,22,3,338.99,2,2,1,221
18189,15360348567926800,19,4,496.0,2,1,1,211
18190,15360353999432900,22,7,744.0,2,1,1,211
18192,15360355114213200,22,3,243.0,2,2,2,222
18193,15360358733979100,22,4,246.0,2,1,2,212
18194,15360359257582800,22,9,511.42,2,1,1,211
18198,15360366441148600,4,3,204.0,1,2,2,122
18199,15360367539463000,22,3,200.0,2,2,2,222
18201,15360373359616400,13,3,425.58,2,2,1,221
18202,15360377906165200,22,7,430.09,2,1,1,211
18203,15360381014508000,22,3,203.0,2,2,2,222
18206,15360392970202900,18,3,315.83,2,2,2,222
18213,15360403251988100,22,3,235.0,2,2,2,222
18215,15360412021366800,22,4,301.08,2,1,2,212
18216,15360415379855100,22,4,294.52,2,1,2,212
18217,15360424638724300,22,4,486.0,2,1,1,211
18219,15360429698501100,22,9,1210.62,2,1,1,211
18228,15360469235387700,1,5,495.0,1,1,1,111
18229,15360470068199700,3,4,313.0,1,1,2,112
18230,15360476124425500,22,5,596.05,2,1,1,211
18236,15360603199362200,22,7,725.0,2,1,1,211
18237,15360614397253700,22,3,261.77,2,2,2,222
18243,15360652561202900,22,11,1097.0,2,1,1,211
18244,15360659806191800,22,5,694.0,2,1,1,211
18245,15360660798538600,13,3,311.31999999999994,2,2,2,222
18250,15360679438097700,22,3,382.0,2,2,1,221
18251,15360683477532500,18,7,943.0,2,1,1,211
18257,15360702363859900,22,3,427.0,2,2,1,221
18271,15360757298461000,19,3,242.0,2,2,2,222
18272,15360770768718900,22,5,375.0,2,1,1,211
18273,15360785835585100,18,10,552.59,2,1,1,211
18277,15360813788422100,22,8,676.0,2,1,1,211
18278,15360814676882500,2,9,905.0,1,1,1,111
18281,15360821477789500,22,4,485.0,2,1,1,211
18282,15360821812076600,22,3,339.32,2,2,1,221
18284,15360836221406600,21,8,1051.0,2,1,1,211
18286,15360840226177200,22,5,635.0,2,1,1,211
18289,15360851476262700,1,11,464.0,1,1,1,111
18290,15360865055806000,22,4,232.0,2,1,2,212
18296,15360874113122200,22,3,472.0,2,2,1,221
18297,15360876486533900,4,35,10995.04,1,1,1,111
18311,15360914170705200,22,3,439.66,2,2,1,221
18314,15360922457008900,9,6,824.4199999999997,1,1,1,111
18325,15360946539237200,21,4,582.52,2,1,1,211
18330,15360960988151500,22,28,7048.959999999999,2,1,1,211
18338,15360968455067300,13,4,618.45,2,1,1,211
18340,15360972546199800,22,3,256.0,2,2,2,222
18341,15360976462478100,18,3,186.0,2,2,2,222
18343,15360981768211500,8,3,1010.0,1,2,1,121
18344,15360989125241300,22,3,307.0,2,2,2,222
18347,15360999019069200,22,4,366.56,2,1,1,211
18348,15361005995574200,22,6,513.0,2,1,1,211
18354,15361022547483000,22,6,383.86,2,1,1,211
18355,15361026586931800,21,7,748.0,2,1,1,211
18359,15361035152406400,22,3,487.0,2,2,1,221
18361,15361048692189800,22,3,316.0,2,2,2,222
18382,15361100086282600,19,3,512.0,2,2,1,221
18389,15361105984383900,21,4,576.0,2,1,1,211
18398,15361134580028100,15,5,778.98,2,1,1,211
18403,15361142618256800,1,4,276.0,1,1,2,112
18406,15361146008569300,21,5,405.0,2,1,1,211
18413,15361158652063400,2,5,308.1,1,1,2,112
18422,15361177949588200,5,3,417.78,1,2,1,121
18423,15361184399786300,21,4,392.68000000000006,2,1,1,211
18425,15361188098653700,21,3,350.23,2,2,1,221
18426,15361191095931100,21,3,339.4500000000001,2,2,1,221
18427,15361194218225500,17,4,386.0,2,1,1,211
18429,15361201052443300,21,5,582.25,2,1,1,211
18430,15361201599516000,21,3,451.49,2,2,1,221
18431,15361205109896500,21,4,480.0,2,1,1,211
18433,15361210414328400,21,4,699.2,2,1,1,211
18435,15361221653547300,18,5,1045.0,2,1,1,211
18436,15361224217092600,7,3,477.77,1,2,1,121
18442,15361236001799600,19,4,300.0,2,1,2,212
18444,15361241391181600,21,6,282.62,2,1,2,212
18446,15361260453785300,21,3,494.55,2,2,1,221
18450,15361278205251900,15,3,353.86,2,2,1,221
18453,15361313953011500,21,4,415.0,2,1,1,211
18454,15361339410774900,17,5,206.0,2,1,2,212
18455,15361354164159600,21,5,567.25,2,1,1,211
18456,15361359863571700,19,4,493.62,2,1,1,211
18458,15361408268697100,12,4,211.72,1,1,2,112
18459,15361430242377000,21,3,421.0,2,2,1,221
18471,15361513218496600,21,4,332.32,2,1,1,211
18477,15361522336413800,21,3,428.37,2,2,1,221
18478,15361522349805000,21,3,255.82,2,2,2,222
18479,15361523376305700,8,3,233.63,1,2,2,122
18480,15361526332694000,21,3,546.88,2,2,1,221
18496,15361553144721100,21,5,725.9,2,1,1,211
18500,15361561485703500,17,4,348.0,2,1,1,211
18504,15361568372527600,2,7,682.0,1,1,1,111
18515,15361595583899300,1,4,644.32,1,1,1,111
18516,15361596160482300,21,3,390.19,2,2,1,221
18518,15361597870915600,21,4,536.0,2,1,1,211
18519,15361599335533500,20,3,482.0,2,2,1,221
18528,15361624826077700,21,4,453.12,2,1,1,211
18542,15361656819074500,21,3,452.0,2,2,1,221
18555,15361703308549300,21,3,591.0,2,2,1,221
18556,15361706195458500,21,8,582.0,2,1,1,211
18559,15361709483487400,21,3,293.32,2,2,2,222
18562,15361716552451100,19,5,498.0,2,1,1,211
18564,15361722033152400,21,4,592.92,2,1,1,211
18568,15361730383075000,21,3,571.05,2,2,1,221
18570,15361736598357700,21,13,1645.0,2,1,1,211
18572,15361746978864100,6,6,262.0,1,1,2,112
18573,15361748613756200,21,3,236.62,2,2,2,222
18574,15361749638254800,21,10,1553.1999999999996,2,1,1,211
18577,15361751613736300,21,4,314.0,2,1,2,212
18583,15361770960678100,21,3,531.0600000000002,2,2,1,221
18585,15361786926643600,21,3,223.0,2,2,2,222
18588,15361790584964500,18,4,297.0,2,1,2,212
18589,15361790635009900,21,3,447.0,2,2,1,221
18597,15361818473091700,20,5,550.0,2,1,1,211
18598,15361818880629900,21,4,536.0,2,1,1,211
18609,15361854051372100,18,7,647.0,2,1,1,211
18614,15361864664403300,21,5,717.4,2,1,1,211
18616,15361866485453200,21,10,1590.0,2,1,1,211
18623,15361873590967300,17,3,617.0,2,2,1,221
18629,15361883689679400,16,3,364.97,2,2,1,221
18634,15361889554339700,5,5,310.0,1,1,2,112
18639,15361913307973400,20,5,523.35,2,1,1,211
18641,15361915335092700,20,3,354.0,2,2,1,221
18648,15361938147755300,20,4,648.24,2,1,1,211
18658,15361971107743700,14,3,447.0,2,2,1,221
18661,15361975028456600,20,3,471.11,2,2,1,221
18662,15361975719657800,19,3,361.0,2,2,1,221
18664,15361981208655000,20,4,917.44,2,1,1,211
18666,15361996087472200,17,6,450.02,2,1,1,211
18668,15361996829562800,20,3,286.88,2,2,2,222
18672,15362019585839400,20,7,1039.04,2,1,1,211
18679,15362027099516800,19,3,262.0,2,2,2,222
18680,15362027188371100,20,4,494.32000000000005,2,1,1,211
18684,15362033097099300,4,5,341.53,1,1,1,111
18685,15362038851266200,20,6,653.0,2,1,1,211
18687,15362039253648000,19,8,898.3199999999998,2,1,1,211
18689,15362042695789000,20,9,1044.0,2,1,1,211
18698,15362069594608500,19,8,748.0,2,1,1,211
18706,15362120195309300,5,4,350.72,1,1,1,111
18712,15362156296576500,20,3,278.9,2,2,2,222
18714,15362254207186400,20,3,199.0,2,2,2,222
18716,15362293728934600,20,5,527.0,2,1,1,211
18724,15362375366212800,5,5,307.0,1,1,2,112
18725,15362377783553600,20,4,536.0,2,1,1,211
18726,15362379569419700,12,6,452.0,1,1,1,111
18729,15362390072183600,7,4,465.0,1,1,1,111
18730,15362390842557400,20,8,1721.36,2,1,1,211
18733,15362395075338100,11,9,1378.37,1,1,1,111
18735,15362397834773300,7,4,556.0,1,1,1,111
18736,15362397980356500,20,5,1109.2,2,1,1,211
18739,15362411847194200,0,7,871.0,1,1,1,111
18741,15362429617786600,1,6,314.0,1,1,2,112
18742,15362437872568400,20,18,2306.24,2,1,1,211
18743,15362451442291800,13,5,483.0,2,1,1,211
18744,15362456215519200,20,8,1239.84,2,1,1,211
18750,15362467406524000,20,9,1001.0,2,1,1,211
18755,15362475963398900,20,3,255.0,2,2,2,222
18756,15362477883177600,19,8,922.0,2,1,1,211
18761,15362490531425000,13,3,358.98,2,2,1,221
18770,15362511028455500,20,5,557.5,2,1,1,211
18773,15362518049389800,2,6,251.0,1,1,2,112
18776,15362520767159800,15,5,570.8,2,1,1,211
18779,15362524329633600,20,4,356.0,2,1,1,211
18781,15362534376215900,20,3,507.0,2,2,1,221
18782,15362535150549200,13,4,468.88,2,1,1,211
18787,15362545625597800,20,3,281.0,2,2,2,222
18789,15362551964942400,20,4,689.08,2,1,1,211
18794,15362571200485200,19,10,2706.6,2,1,1,211
18796,15362574186712600,13,7,848.35,2,1,1,211
18798,15362581317302100,19,3,260.97,2,2,2,222
18812,15362605911461400,20,3,287.0,2,2,2,222
18819,15362641640087300,19,5,663.45,2,1,1,211
18820,15362642152327200,20,5,363.0,2,1,1,211
18823,15362656906216700,20,4,365.0,2,1,1,211
18829,15362675869208400,5,4,346.0,1,1,1,111
18835,15362687472717900,2,3,410.43,1,2,1,121
18837,15362688608892400,19,4,511.92,2,1,1,211
18839,15362690364314400,17,7,808.1199999999999,2,1,1,211
18841,15362700093846200,20,4,834.68,2,1,1,211
18842,15362701413108600,20,3,915.96,2,2,1,221
18843,15362702239942100,14,4,302.84,2,1,2,212
18847,15362719776513700,14,3,471.65,2,2,1,221
18854,15362750154854100,7,4,616.0,1,1,1,111
18858,15362764684417200,2,5,293.45,1,1,2,112
18860,15362769654602300,20,6,1484.7800000000002,2,1,1,211
18861,15362769686396700,20,3,402.0,2,2,1,221
18862,15362771874454500,5,4,343.43,1,1,1,111
18884,15362830750545300,19,3,407.0,2,2,1,221
18894,15362864914095400,19,3,452.0,2,2,1,221
18897,15362872069935600,19,3,483.32,2,2,1,221
18900,15362880830257800,19,5,569.0,2,1,1,211
18901,15362887576436700,11,3,397.0,1,2,1,121
18902,15362893312869800,19,4,497.72,2,1,1,211
18906,15362911061269800,19,3,188.0,2,2,2,222
18913,15362942195951400,1,14,2446.9300000000007,1,1,1,111
18924,15362977327361600,12,4,621.0,1,1,1,111
18929,15362994856482700,19,3,382.23,2,2,1,221
18931,15363004558387200,19,3,211.0,2,2,2,222
18939,15363076193847900,18,4,204.68,2,1,2,212
18948,15363182598198700,18,4,236.0,2,1,2,212
18949,15363183361879900,17,4,182.84,2,1,2,212
18950,15363184984027200,19,3,274.94,2,2,2,222
18956,15363225405567300,19,3,233.72,2,2,2,222
18957,15363226894359500,3,5,298.0,1,1,2,112
18959,15363234493455900,19,3,548.86,2,2,1,221
18965,15363246126441000,5,6,578.0,1,1,1,111
18969,15363250528368700,2,4,232.4,1,1,2,112
18971,15363256786339800,19,3,378.74,2,2,1,221
18972,15363257764811400,19,4,319.48,2,1,2,212
18985,15363294762747100,15,8,791.0,2,1,1,211
18986,15363295244623800,19,5,465.0,2,1,1,211
18991,15363306317142700,9,6,529.0400000000002,1,1,1,111
18992,15363310315869400,19,3,592.0,2,2,1,221
19001,15363324643514300,19,4,199.0,2,1,2,212
19004,15363329205305500,19,3,419.01,2,2,1,221
19008,15363338188183600,19,3,453.1,2,2,1,221
19016,15363354335156300,8,3,535.0,1,2,1,121
19019,15363357725775500,2,4,355.0,1,1,1,111
19020,15363358241782600,6,5,892.7599999999999,1,1,1,111
19026,15363373055865500,19,4,319.0,2,1,2,212
19035,15363392506548500,1,3,357.0,1,2,1,121
19038,15363396165222700,19,5,319.1500000000001,2,1,2,212
19041,15363398675753700,19,16,4679.5,2,1,1,211
19047,15363411772768700,19,4,445.48,2,1,1,211
19050,15363415806036500,19,6,664.38,2,1,1,211
19057,15363422906834600,17,4,311.0,2,1,2,212
19058,15363423462739000,12,5,751.0,1,1,1,111
19064,15363426768335000,14,3,305.57,2,2,2,222
19078,15363449649811300,19,4,367.0,2,1,1,211
19087,15363472058368100,19,3,330.0,2,2,1,221
19094,15363491461031100,19,5,385.0,2,1,1,211
19095,15363498186366600,16,15,1668.0,2,1,1,211
19103,15363520466658500,19,3,212.4,2,2,2,222
19105,15363523710641600,19,4,556.0,2,1,1,211
19107,15363529726559500,19,6,695.1,2,1,1,211
19137,15363612541423100,16,6,783.0400000000002,2,1,1,211
19138,15363618677496500,4,4,232.0,1,1,2,112
19145,15363636448186100,2,8,490.0,1,1,1,111
19146,15363640572887500,18,4,356.0,2,1,1,211
19151,15363650238433800,18,4,564.0,2,1,1,211
19153,15363657701008700,6,3,647.29,1,2,1,121
19156,15363666159275700,3,7,882.0,1,1,1,111
19168,15363694267247500,11,4,396.0,1,1,1,111
19170,15363697950149700,4,3,237.0,1,2,2,122
19172,15363701016976100,14,8,1050.0,2,1,1,211
19174,15363705674921900,18,6,1421.3,2,1,1,211
19177,15363716373372900,4,5,226.0,1,1,2,112
19178,15363716381558500,17,3,318.18,2,2,2,222
19185,15363747225832200,12,12,1087.0,1,1,1,111
19187,15363754340281900,3,19,1819.3100000000006,1,1,1,111
19188,15363757524928800,12,3,375.0,1,2,1,121
19196,15363792285046000,7,6,606.89,1,1,1,111
19200,15363795967689100,18,3,239.62,2,2,2,222
19201,15363804828396000,17,8,728.0,2,1,1,211
19205,15363828939862400,18,4,404.96,2,1,1,211
19206,15363832714923600,18,8,1112.8,2,1,1,211
19209,15363839237165700,14,3,317.0,2,2,2,222
19218,15363852598858700,18,3,517.1500000000002,2,2,1,221
19222,15363882023538500,3,6,537.06,1,1,1,111
19223,15363882134645800,16,4,443.04,2,1,1,211
19225,15363943917093500,13,9,1576.7100000000007,2,1,1,211
19239,15364096556928500,5,3,291.0,1,2,2,122
19243,15364110771465700,15,8,700.5,2,1,1,211
19244,15364117289504400,15,4,643.96,2,1,1,211
19248,15364124613343300,18,4,417.0,2,1,1,211
19249,15364129186701100,18,3,337.0,2,2,1,221
19252,15364134218796300,5,5,325.0,1,1,2,112
19260,15364150429949200,18,4,315.08,2,1,2,212
19261,15364151844468100,18,3,278.98,2,2,2,222
19265,15364157474661100,18,4,312.28,2,1,2,212
19273,15364170674213800,18,3,347.0,2,2,1,221
19282,15364183694234000,18,3,298.0,2,2,2,222
19284,15364186442227400,2,3,307.24,1,2,2,122
19285,15364187683062200,7,3,289.0,1,2,2,122
19289,15364198465651900,18,4,823.2,2,1,1,211
19292,15364205329781000,18,4,304.0,2,1,2,212
19293,15364206764165600,18,4,403.0,2,1,1,211
19294,15364207876956000,13,4,830.24,2,1,1,211
19298,15364216482528300,7,3,195.95,1,2,2,122
19307,15364227420299800,13,3,267.0,2,2,2,222
19309,15364230632232000,18,6,414.0,2,1,1,211
19310,15364232963061900,18,3,250.0,2,2,2,222
19311,15364233083316000,18,3,315.39,2,2,2,222
19312,15364234495629100,18,6,651.8599999999999,2,1,1,211
19313,15364238325793900,18,6,642.0699999999998,2,1,1,211
19316,15364247803925900,12,5,483.0,1,1,1,111
19318,15364249457868000,18,6,913.0,2,1,1,211
19319,15364253774673900,18,3,316.9000000000001,2,2,2,222
19320,15364255503579800,13,5,706.68,2,1,1,211
19325,15364265648962100,15,3,472.0,2,2,1,221
19329,15364270062783500,14,5,368.0,2,1,1,211
19330,15364273101382600,11,7,745.02,1,1,1,111
19333,15364282520852900,18,8,1159.28,2,1,1,211
19347,15364312547673600,18,3,532.3,2,2,1,221
19354,15364324553156000,13,4,219.0,2,1,2,212
19355,15364325022836800,18,10,1196.1,2,1,1,211
19362,15364332268588900,4,3,398.18,1,2,1,121
19363,15364332757011800,18,6,892.6,2,1,1,211
19365,15364347468308300,13,3,437.0,2,2,1,221
19370,15364358735391000,18,5,785.0,2,1,1,211
19375,15364373675505200,18,3,667.4300000000002,2,2,1,221
19377,15364376193158500,18,3,383.0,2,2,1,221
19379,15364380942556100,16,4,696.0,2,1,1,211
19382,15364383502346700,13,4,631.16,2,1,1,211
19391,15364401444414700,18,3,257.0,2,2,2,222
19394,15364420029328700,18,4,687.64,2,1,1,211
19395,15364420662997300,18,3,415.38,2,2,1,221
19396,15364422905466800,18,4,395.08,2,1,1,211
19397,15364423875889900,18,5,1038.1999999999996,2,1,1,211
19408,15364451241618800,18,3,302.57,2,2,2,222
19413,15364462658776400,18,5,450.95,2,1,1,211
19422,15364485139884400,18,8,1788.0,2,1,1,211
19425,15364488464816500,5,4,517.9200000000002,1,1,1,111
19427,15364494453504700,18,4,455.0,2,1,1,211
19429,15364498226015700,18,3,293.12,2,2,2,222
19430,15364499744204100,15,5,670.05,2,1,1,211
19442,15364522844085200,17,6,341.4,2,1,1,211
19443,15364526389912300,17,4,539.24,2,1,1,211
19448,15364542866842500,17,6,744.0,2,1,1,211
19460,15364565069116300,16,5,749.0,2,1,1,211
19463,15364568502069100,17,4,293.0,2,1,2,212
19464,15364572092519100,7,4,565.4300000000002,1,1,1,111
19465,15364574019535200,17,3,524.39,2,2,1,221
19466,15364576474666200,17,4,366.52,2,1,1,211
19471,15364587827374900,14,14,3555.5299999999993,2,1,1,211
19477,15364602020989600,17,3,531.96,2,2,1,221
19478,15364604722464800,16,3,298.22,2,2,2,222
19482,15364613218507300,17,3,227.0,2,2,2,222
19486,15364621970357200,13,3,361.51,2,2,1,221
19488,15364624181232800,17,3,481.61,2,2,1,221
19492,15364630338543900,17,6,603.0,2,1,1,211
19493,15364633466353400,3,3,343.0,1,2,1,121
19496,15364637688838700,7,4,492.0,1,1,1,111
19506,15364657901269200,17,3,275.0,2,2,2,222
19514,15364692985147400,17,3,182.0,2,2,2,222
19516,15364699040209900,17,4,392.6,2,1,1,211
19524,15364733880784600,16,3,407.0,2,2,1,221
19526,15364756274566600,17,10,1904.7,2,1,1,211
19528,15364769905392900,17,3,230.27,2,2,2,222
19529,15364779153734400,17,7,964.13,2,1,1,211
19538,15364971290897600,17,4,525.04,2,1,1,211
19544,15364993637029200,3,3,187.0,1,2,2,122
19547,15365006134282500,17,3,349.0,2,2,1,221
19551,15365016940634300,17,4,296.0,2,1,2,212
19553,15365029049494800,17,3,413.34,2,2,1,221
19556,15365032472709000,16,6,502.0,2,1,1,211
19563,15365055928631900,17,3,283.5900000000001,2,2,2,222
19569,15365060100786300,17,5,616.85,2,1,1,211
19571,15365065961071500,3,6,562.0,1,1,1,111
19572,15365066778247500,17,5,521.45,2,1,1,211
19573,15365067517546100,17,3,508.83,2,2,1,221
19577,15365076659942500,17,4,337.04,2,1,1,211
19578,15365076818639400,13,3,432.0,2,2,1,221
19585,15365098319461900,17,3,252.49,2,2,2,222
19586,15365098776828200,17,3,425.0,2,2,1,221
19588,15365101262462100,17,3,415.0,2,2,1,221
19597,15365121083359900,17,4,258.0,2,1,2,212
19601,15365133319866100,17,3,311.0,2,2,2,222
19605,15365141581124400,13,3,502.19,2,2,1,221
19611,15365157358284400,17,7,1142.93,2,1,1,211
19624,15365184301432400,17,9,417.43,2,1,1,211
19625,15365184720816200,15,3,192.55,2,2,2,222
