,USER_ID,recency,frequency,monetory_value,r_quartile,f_quartile,m_quartile,RFMScore
16046,15356830491431000,3,11,693.0,1,1,1,111
16051,15356831913077000,20,3,459.19,2,2,1,221
16055,15356836643668400,2,6,660.22,1,1,1,111
16056,15356837488272200,5,17,1104.0,1,1,1,111
16058,15356838120596200,15,5,715.0,2,1,1,211
16061,15356843151241800,15,12,1816.64,2,1,1,211
16063,15356845495823600,17,3,225.18,2,2,2,222
16066,15356848082497500,12,4,488.72,1,1,1,111
16070,15356851281215000,23,4,244.0,2,1,2,212
16071,15356851364874200,25,4,316.0,2,1,2,212
16082,15356863379458700,8,3,397.0,1,2,1,121
16085,15356868771743800,18,9,951.13,2,1,1,211
16088,15356870226481800,24,4,383.0,2,1,1,211
16125,15356929990983900,22,4,488.1,2,1,1,211
16127,15356930151287800,4,5,372.0,1,1,1,111
16135,15356946565956900,23,4,311.36,2,1,2,212
16145,15356959065123200,2,4,184.38,1,1,2,112
16156,15357007138746200,23,8,235.0,2,1,2,212
16158,15357015961839100,25,6,429.0,2,1,1,211
16164,15357074418275100,25,3,272.0,2,2,2,222
16165,15357090422061900,4,4,313.1,1,1,2,112
16167,15357115351853000,4,3,266.46,1,2,2,122
16178,15357172675377700,18,5,493.0,2,1,1,211
16192,15357191472305400,15,6,438.04,2,1,1,211
16202,15357196081443400,23,3,422.87,2,2,1,221
16208,15357200579365000,24,4,356.0,2,1,1,211
16215,15357211774266000,4,5,214.9,1,1,2,112
16222,15357214272853300,5,7,513.24,1,1,1,111
16255,15357244651164500,18,3,252.0,2,2,2,222
16264,15357251425275000,24,6,467.14,2,1,1,211
16267,15357252698134300,22,8,501.0,2,1,1,211
16275,15357261153035900,13,5,414.0,2,1,1,211
16296,15357275961554600,25,4,619.0,2,1,1,211
16298,15357278569813900,25,5,301.0,2,1,2,212
16300,15357279315145400,24,3,190.8,2,2,2,222
16312,15357293811387500,13,3,257.0,2,2,2,222
16315,15357296418729100,5,7,420.46,1,1,1,111
16317,15357297956042500,17,4,271.78,2,1,2,212
16327,15357306599197400,5,3,264.79999999999995,1,2,2,122
16328,15357307058349500,24,3,228.44,2,2,2,222
16336,15357315834809100,25,3,229.0,2,2,2,222
16345,15357322073661900,7,3,533.83,1,2,1,121
16347,15357322763419000,24,3,260.0,2,2,2,222
16359,15357337029597100,9,13,1298.41,1,1,1,111
16360,15357337780137500,2,4,325.14,1,1,2,112
16392,15357376000341000,21,3,206.0,2,2,2,222
16394,15357378880464300,22,3,229.0,2,2,2,222
16424,15357417859491300,25,6,860.7,2,1,1,211
16426,15357419553801800,22,4,333.0,2,1,1,211
16430,15357432513958300,25,4,312.64,2,1,2,212
16445,15357448435661900,25,4,277.4,2,1,2,212
16447,15357450664371800,14,3,417.0,2,2,1,221
16457,15357465689533500,2,35,2184.0,1,1,1,111
16458,15357465941228200,19,3,262.16,2,2,2,222
16467,15357478301626300,20,8,1444.76,2,1,1,211
16469,15357484612342300,23,3,347.0,2,2,1,221
16489,15357505459797700,18,7,685.0,2,1,1,211
16491,15357506005243300,25,5,563.65,2,1,1,211
16494,15357513030617100,3,6,605.28,1,1,1,111
16505,15357523101089900,20,25,1325.0,2,1,1,211
16508,15357529161208400,25,4,439.0,2,1,1,211
16510,15357535883286900,25,18,2516.4000000000005,2,1,1,211
16523,15357559878383800,3,4,280.0,1,1,2,112
16533,15357580628916900,4,3,268.0,1,2,2,122
16534,15357588425345700,20,3,317.0,2,2,2,222
16538,15357595689607700,12,18,1400.0,1,1,1,111
16539,15357596053426200,25,7,304.0,2,1,2,212
16540,15357599565943500,23,3,362.0,2,2,1,221
16541,15357601000421900,25,3,293.0,2,2,2,222
16543,15357601432139000,25,3,271.0,2,2,2,222
16544,15357602099502700,23,18,2426.0,2,1,1,211
16552,15357610622254000,24,5,564.0,2,1,1,211
16556,15357619480224600,25,4,216.32,2,1,2,212
16557,15357622223436200,25,3,252.44,2,2,2,222
16561,15357629758721100,25,4,486.2000000000001,2,1,1,211
16564,15357636825693900,25,3,455.0,2,2,1,221
16567,15357639177497800,24,6,653.5800000000003,2,1,1,211
16571,15357654184324000,22,4,609.72,2,1,1,211
16572,15357654263335400,25,4,558.0,2,1,1,211
16575,15357659033956600,25,3,221.0,2,2,2,222
16578,15357660342728200,25,4,394.84,2,1,1,211
16581,15357663370233600,25,5,744.05,2,1,1,211
16582,15357670537102300,25,3,271.0,2,2,2,222
16584,15357673624851800,25,6,465.52,2,1,1,211
16586,15357677923483600,23,3,313.5300000000001,2,2,2,222
16593,15357694015967600,8,4,526.0,1,1,1,111
16597,15357698643511300,25,5,335.4,2,1,1,211
16599,15357699616237600,17,15,1075.0,2,1,1,211
16605,15357704921908700,25,3,207.0,2,2,2,222
16607,15357709078464000,24,8,990.84,2,1,1,211
16608,15357711765555400,25,6,374.48,2,1,1,211
16611,15357723226321300,25,3,207.0,2,2,2,222
16612,15357725622173500,16,11,903.0,2,1,1,211
16620,15357732957277200,25,3,310.31,2,2,2,222
16621,15357736036986900,25,5,818.2,2,1,1,211
16622,15357737536621100,25,12,2066.2,2,1,1,211
16623,15357737637351900,24,4,378.0,2,1,1,211
16624,15357737685343900,24,5,411.0,2,1,1,211
16627,15357745988211200,25,7,813.5100000000003,2,1,1,211
16628,15357747802385400,5,4,489.82999999999987,1,1,1,111
16633,15357753430869900,25,22,1924.0,2,1,1,211
16639,15357765310092300,24,5,404.0,2,1,1,211
16644,15357776690495800,25,4,398.16,2,1,1,211
16645,15357778207519400,25,6,280.0,2,1,2,212
16646,15357780861611200,25,6,439.0,2,1,1,211
16647,15357782753253500,25,4,213.0,2,1,2,212
16648,15357783921615900,25,3,238.47,2,2,2,222
16650,15357790117282200,25,7,339.0,2,1,1,211
16651,15357792671177000,24,5,632.83,2,1,1,211
16652,15357793820915400,25,4,270.68,2,1,2,212
16658,15357802791936000,25,3,247.8,2,2,2,222
16659,15357805314435800,25,3,298.81,2,2,2,222
16663,15357808189433000,25,4,427.12,2,1,1,211
16666,15357816976566900,25,3,204.0,2,2,2,222
16670,15357820256805200,25,3,218.16,2,2,2,222
16673,15357824540114200,25,3,334.5499999999999,2,2,1,221
16674,15357825276857700,25,4,566.0,2,1,1,211
16677,15357832031192000,1,3,221.0,1,2,2,122
16679,15357844015645200,25,5,299.5499999999999,2,1,2,212
16681,15357847414229200,25,3,373.42,2,2,1,221
16682,15357850168279400,25,4,219.0,2,1,2,212
16683,15357850667403800,5,10,574.0,1,1,1,111
16685,15357859563425600,25,5,267.54999999999995,2,1,2,212
16686,15357867371873000,19,7,1401.42,2,1,1,211
16687,15357870031559000,17,3,354.28,2,2,1,221
16694,15357894264505700,25,4,648.5799999999998,2,1,1,211
16695,15357905048471000,24,3,231.0,2,2,2,222
16698,15357950713141300,23,5,686.0,2,1,1,211
16699,15357950793043900,24,4,328.0,2,1,1,211
16701,15357973261148200,25,3,226.0,2,2,2,222
16704,15357984845857500,5,6,834.0,1,1,1,111
16705,15357997173321700,25,5,535.0,2,1,1,211
16709,15358001248452100,22,14,654.8000000000002,2,1,1,211
16710,15358001624344400,25,5,356.0,2,1,1,211
16711,15358002886899700,25,5,510.0,2,1,1,211
16716,15358020573515200,25,3,244.0,2,2,2,222
16718,15358021950932200,25,4,212.28,2,1,2,212
16721,15358036599708600,25,19,2346.37,2,1,1,211
16723,15358039709474800,25,3,330.42,2,2,1,221
16725,15358046890674200,25,6,895.28,2,1,1,211
16728,15358051248142700,25,5,451.0,2,1,1,211
16729,15358051614608400,25,4,395.72,2,1,1,211
16730,15358053726052000,25,7,720.0,2,1,1,211
16732,15358057718418900,25,4,266.0,2,1,2,212
16734,15358060254157100,24,3,234.86,2,2,2,222
16736,15358062236514200,2,5,207.24,1,1,2,112
16737,15358063011915700,25,4,246.96,2,1,2,212
16741,15358069920606300,1,3,207.0,1,2,2,122
16743,15358071069487100,25,5,220.0,2,1,2,212
16748,15358075890201400,23,5,595.0,2,1,1,211
16753,15358087453993000,24,6,364.0,2,1,1,211
16755,15358088742217700,25,6,231.0,2,1,2,212
16759,15358094015195700,25,3,254.2,2,2,2,222
16760,15358095916088900,25,3,303.0,2,2,2,222
16766,15358103736203300,25,6,289.0,2,1,2,212
16767,15358103931278700,25,6,445.0,2,1,1,211
16771,15358107749111600,25,4,299.92,2,1,2,212
16773,15358108102079300,25,3,376.5,2,2,1,221
16778,15358113263913700,23,3,257.0,2,2,2,222
16792,15358125952824200,5,5,410.0,1,1,1,111
16794,15358126781738300,4,4,436.0,1,1,1,111
16795,15358126876352900,25,3,364.82,2,2,1,221
16796,15358127575215200,25,4,358.0,2,1,1,211
16798,15358130981377700,3,5,350.7999999999999,1,1,1,111
16801,15358133019492500,24,4,218.0,2,1,2,212
16806,15358138175798500,25,4,315.0,2,1,2,212
16807,15358138192282600,25,3,282.4,2,2,2,222
16812,15358142505325100,25,9,671.0,2,1,1,211
16813,15358143745045800,25,3,330.0,2,2,1,221
16814,15358143982671700,25,5,993.2,2,1,1,211
16818,15358147340272100,1,7,309.55999999999995,1,1,2,112
16820,15358148541803700,25,8,1003.24,2,1,1,211
16822,15358150070752900,25,4,286.0,2,1,2,212
16824,15358152435578800,25,3,346.18,2,2,1,221
16831,15358159926327900,16,9,907.0,2,1,1,211
16833,15358160580191500,25,4,275.32,2,1,2,212
16836,15358161694871200,3,8,895.72,1,1,1,111
16843,15358172143165900,25,4,229.56,2,1,2,212
16844,15358172672838800,25,3,228.9,2,2,2,222
16847,15358174772005300,17,3,388.07,2,2,1,221
16852,15358177366437500,25,26,2280.0,2,1,1,211
16853,15358177385542300,18,7,437.0,2,1,1,211
16856,15358180001627400,25,3,566.0,2,2,1,221
16863,15358189011938500,25,3,212.0,2,2,2,222
16866,15358191304855400,25,3,458.79,2,2,1,221
16867,15358191995585600,15,15,1844.0,2,1,1,211
16869,15358193392744000,24,3,315.43,2,2,2,222
16870,15358194828819800,14,4,343.0,2,1,1,211
16875,15358201226123200,25,3,571.5699999999998,2,2,1,221
16881,15358209150045400,25,3,264.5,2,2,2,222
16882,15358210754385000,25,4,274.44,2,1,2,212
16884,15358211988004500,4,7,557.0,1,1,1,111
16888,15358221327891500,23,5,949.7,2,1,1,211
16890,15358223697925000,25,3,185.37,2,2,2,222
16895,15358227133379700,3,7,346.0,1,1,1,111
16897,15358229534863600,23,3,260.0,2,2,2,222
16898,15358229712694000,4,5,367.53,1,1,1,111
16901,15358237210701500,25,4,222.0,2,1,2,212
16905,15358242332358400,24,3,333.5,2,2,1,221
16906,15358245154989400,25,3,536.4499999999998,2,2,1,221
16908,15358254662468600,25,3,247.0,2,2,2,222
16909,15358255495675500,22,4,265.8,2,1,2,212
16915,15358273371404900,23,3,304.0,2,2,2,222
16921,15358279836894500,1,5,398.52,1,1,1,111
16923,15358284013899700,25,6,737.18,2,1,1,211
16924,15358284202999800,25,6,692.0,2,1,1,211
16927,15358290379739100,25,3,221.39,2,2,2,222
16929,15358292476309500,25,3,572.88,2,2,1,221
16931,15358295873175200,25,3,385.76,2,2,1,221
16933,15358298736587400,25,3,234.59,2,2,2,222
16934,15358299119863500,25,10,733.5,2,1,1,211
16935,15358299239735000,24,5,385.0,2,1,1,211
16941,15358310056186900,25,5,482.1,2,1,1,211
16948,15358317729533600,14,4,296.0,2,1,2,212
16949,15358319491371900,25,4,258.0,2,1,2,212
16956,15358326657294000,25,4,344.28,2,1,1,211
16957,15358331298779000,25,14,1074.82,2,1,1,211
16958,15358333878011200,24,3,285.62,2,2,2,222
16963,15358347274115000,18,3,236.64,2,2,2,222
16967,15358356142778000,25,5,358.0,2,1,1,211
16971,15358364233505600,25,4,310.0,2,1,2,212
16979,15358379729862800,24,4,196.72,2,1,2,212
16981,15358381953408400,13,6,614.0,2,1,1,211
16983,15358385083639700,25,4,576.0,2,1,1,211
16987,15358390284902900,18,3,376.0,2,2,1,221
16990,15358391861682900,4,5,472.0,1,1,1,111
16993,15358394073814200,11,3,347.0,1,2,1,121
16995,15358398407931200,25,10,1063.0,2,1,1,211
16996,15358398765345800,22,4,280.16,2,1,2,212
17001,15358405925294300,4,4,294.1,1,1,2,112
17002,15358407502407800,24,3,411.97,2,2,1,221
17003,15358410421018700,25,8,592.0,2,1,1,211
17007,15358425359808800,3,51,2879.0,1,1,1,111
17015,15358443274713200,24,3,182.0,2,2,2,222
17016,15358445020038200,25,3,207.16,2,2,2,222
17021,15358453372912700,25,3,235.0,2,2,2,222
17036,15358475218658400,24,3,252.0,2,2,2,222
17040,15358480365503100,23,4,301.08,2,1,2,212
17042,15358483917631000,24,3,322.0,2,2,2,222
17045,15358485848187800,24,5,338.0,2,1,1,211
17047,15358488352128300,5,7,570.63,1,1,1,111
17048,15358488414546300,24,5,202.0,2,1,2,212
17049,15358493666922700,24,4,356.84,2,1,1,211
17052,15358497945112700,24,5,232.0,2,1,2,212
17057,15358502841037400,24,6,697.68,2,1,1,211
17059,15358503884522400,13,3,524.81,2,2,1,221
17064,15358513765121900,24,43,1763.0,2,1,1,211
17068,15358515110055000,2,12,603.38,1,1,1,111
17069,15358516693567100,24,9,657.41,2,1,1,211
17075,15358519900586900,24,3,213.03,2,2,2,222
17077,15358521901144600,24,5,370.05,2,1,1,211
17081,15358531896376400,24,10,575.0,2,1,1,211
17082,15358532293873700,24,3,249.39,2,2,2,222
17088,15358548735844600,24,3,214.0,2,2,2,222
17093,15358554750379300,24,3,198.0,2,2,2,222
17094,15358555809522800,24,6,390.9,2,1,1,211
17095,15358558297983800,3,6,535.0,1,1,1,111
17097,15358560132071900,24,3,254.84,2,2,2,222
17099,15358562053246500,24,11,898.0,2,1,1,211
17108,15358579321518400,24,5,509.65,2,1,1,211
17121,15358604506143200,24,5,362.0,2,1,1,211
17123,15358608382832200,24,5,304.0,2,1,2,212
17124,15358610288185300,24,3,380.83,2,2,1,221
17128,15358620013496600,4,7,404.0,1,1,1,111
17132,15358631383753000,24,6,668.7,2,1,1,211
17134,15358633263515800,24,5,513.25,2,1,1,211
17135,15358633803245500,24,3,326.28,2,2,2,222
17136,15358638611824200,22,4,221.0,2,1,2,212
17138,15358648553199400,23,6,700.0,2,1,1,211
17141,15358658253505700,24,4,361.4,2,1,1,211
17146,15358670349346300,22,7,590.0,2,1,1,211
17148,15358673235499500,23,6,533.0,2,1,1,211
17149,15358682034116700,24,6,460.0,2,1,1,211
17152,15358687227129200,18,5,508.25,2,1,1,211
17154,15358688678644200,24,5,384.0,2,1,1,211
17156,15358693308015000,24,6,1160.72,2,1,1,211
17158,15358697927557100,24,3,306.92,2,2,2,222
17160,15358702578516800,20,3,482.0,2,2,1,221
17162,15358722999036300,4,6,671.0,1,1,1,111
17165,15358725953383300,4,5,289.0,1,1,2,112
17168,15358728305751200,13,4,516.0,2,1,1,211
17170,15358741913837800,23,4,232.0,2,1,2,212
17173,15358753973311900,24,5,371.0,2,1,1,211
17175,15358755098638300,4,3,442.76,1,2,1,121
17176,15358757340484200,24,4,472.48,2,1,1,211
17178,15358764117984400,24,3,407.94,2,2,1,221
17183,15358800394524100,23,27,3985.62,2,1,1,211
17184,15358804159075600,3,3,406.85,1,2,1,121
17186,15358821717327700,24,3,231.0,2,2,2,222
17188,15358828413823000,24,3,204.0,2,2,2,222
17189,15358829138988900,24,4,367.0,2,1,1,211
17191,15358836258173100,24,4,383.0,2,1,1,211
17193,15358870849436700,24,3,381.93,2,2,1,221
17196,15358888709606200,24,14,1213.0,2,1,1,211
17204,15358917513359600,24,11,630.0,2,1,1,211
17206,15358925580781900,24,3,326.38,2,2,2,222
17207,15358933812413800,24,7,512.0,2,1,1,211
17212,15358941542242000,24,3,266.0,2,2,2,222
17213,15358943537116100,22,4,605.52,2,1,1,211
17214,15358943634873700,22,4,197.76,2,1,2,212
17218,15358957903248500,23,3,222.73,2,2,2,222
17219,15358957949132400,24,3,306.0,2,2,2,222
17223,15358965337312300,24,6,337.0,2,1,1,211
17229,15358974192299500,24,3,299.0,2,2,2,222
17232,15358979395112700,24,4,190.0,2,1,2,212
17235,15358981334123700,24,4,277.0,2,1,2,212
17238,15358981843152900,24,7,343.0,2,1,1,211
17246,15358984940929800,24,3,357.0,2,2,1,221
17248,15358985639897200,24,3,242.0,2,2,2,222
17250,15358986383182200,4,3,211.0,1,2,2,122
17260,15358995898357300,5,6,294.24,1,1,2,112
17262,15358996469281700,24,3,212.0,2,2,2,222
17263,15358998094166500,24,6,686.38,2,1,1,211
17266,15358999606029000,24,4,462.84,2,1,1,211
17270,15359002392045900,24,4,217.0,2,1,2,212
17272,15359005912517000,12,3,187.0,1,2,2,122
17274,15359006261999300,24,5,616.25,2,1,1,211
17275,15359006404225400,24,4,252.96,2,1,2,212
17281,15359008897771100,24,3,212.0,2,2,2,222
17289,15359014556035900,24,3,376.74,2,2,1,221
17293,15359018813115300,2,4,278.29,1,1,2,112
17295,15359021231969100,24,4,419.96,2,1,1,211
17299,15359025094223300,24,4,210.0,2,1,2,212
17300,15359025763437300,24,3,281.56,2,2,2,222
17304,15359027805357700,23,4,374.0,2,1,1,211
17305,15359029724759900,24,3,222.03000000000003,2,2,2,222
17306,15359033082808500,24,6,404.0,2,1,1,211
17310,15359035397129100,18,3,323.41,2,2,2,222
17312,15359038261681900,23,5,678.8000000000002,2,1,1,211
17321,15359049007083600,24,3,418.57,2,2,1,221
17323,15359050033656500,24,3,309.22,2,2,2,222
17326,15359053591094500,17,4,635.72,2,1,1,211
17329,15359056233658500,24,3,225.0,2,2,2,222
17334,15359062613493100,4,3,347.77,1,2,1,121
17335,15359064820295800,3,18,1609.8999999999994,1,1,1,111
17343,15359078020958700,24,3,261.01,2,2,2,222
17344,15359078399846400,24,3,305.0,2,2,2,222
17345,15359079795509400,24,3,332.17,2,2,1,221
17346,15359081034924300,24,3,238.0,2,2,2,222
17347,15359081161233500,24,4,279.0,2,1,2,212
17353,15359089463879400,24,3,197.0,2,2,2,222
17354,15359089842042300,2,4,196.0,1,1,2,112
17357,15359091740742600,24,7,1245.21,2,1,1,211
17360,15359094598175200,20,4,372.56,2,1,1,211
17364,15359097364732500,24,5,535.0,2,1,1,211
17365,15359097477407100,24,3,207.0,2,2,2,222
17368,15359099986264200,24,4,188.88,2,1,2,212
17370,15359103941135900,24,3,274.76,2,2,2,222
17379,15359120290539200,24,3,224.37,2,2,2,222
17380,15359122843689200,17,3,257.94,2,2,2,222
17384,15359126009328300,18,6,594.64,2,1,1,211
17388,15359128963211800,24,4,247.36,2,1,2,212
17392,15359132397643700,24,3,323.0,2,2,2,222
17393,15359133188003700,24,3,244.0,2,2,2,222
17397,15359139895657600,24,3,367.0,2,2,1,221
17400,15359144594448200,24,5,392.0,2,1,1,211
17409,15359154932729100,2,4,262.0,1,1,2,112
17417,15359165355302000,16,3,203.0,2,2,2,222
17422,15359168621361800,24,4,570.32,2,1,1,211
17423,15359171222814000,24,3,255.84,2,2,2,222
17424,15359174057411700,4,6,583.0,1,1,1,111
17425,15359174597935600,24,3,341.25,2,2,1,221
17426,15359176680468400,2,4,196.0,1,1,2,112
17432,15359185550311100,24,4,600.08,2,1,1,211
17433,15359187215293900,20,3,374.0,2,2,1,221
17439,15359191594672300,24,7,456.0,2,1,1,211
17442,15359195323655600,5,3,255.0,1,2,2,122
17448,15359204352872900,19,3,385.93,2,2,1,221
17452,15359208392276700,3,5,356.0,1,1,1,111
17453,15359209932565400,4,3,272.0,1,2,2,122
17454,15359211753386500,24,3,346.52,2,2,1,221
17462,15359225091538000,24,4,385.32,2,1,1,211
17470,15359231338027300,23,4,507.0,2,1,1,211
17471,15359232938957300,1,7,363.0,1,1,1,111
17475,15359240868662300,3,5,470.0,1,1,1,111
17478,15359243029324000,15,3,302.76,2,2,2,222
17479,15359243138246400,23,3,319.81,2,2,2,222
17480,15359243724218900,13,6,565.0,2,1,1,211
17488,15359254921291100,23,4,350.28,2,1,1,211
17493,15359265551296900,23,4,395.0,2,1,1,211
17495,15359267709525100,24,4,473.0,2,1,1,211
17497,15359270172398700,22,3,492.18,2,2,1,221
17501,15359276904425400,24,4,221.76,2,1,2,212
17502,15359280190667500,24,3,201.0,2,2,2,222
17505,15359285978256800,23,3,264.0,2,2,2,222
17507,15359292389656500,14,4,389.0,2,1,1,211
17515,15359307546522800,22,4,216.0,2,1,2,212
17518,15359309678153700,23,27,5486.899999999999,2,1,1,211
17520,15359312890339300,1,5,408.0,1,1,1,111
17521,15359313505154200,24,4,193.0,2,1,2,212
17526,15359318605173200,22,3,247.0,2,2,2,222
17534,15359330866899100,23,3,434.04,2,2,1,221
17536,15359332630808700,23,6,1309.86,2,1,1,211
17538,15359336674128600,23,3,219.0,2,2,2,222
17548,15359355490509800,12,5,663.0,1,1,1,111
17550,15359358698267500,23,5,349.0,2,1,1,211
17551,15359360573272700,23,5,704.6500000000002,2,1,1,211
17554,15359364900493400,23,3,324.54,2,2,2,222
17560,15359373472808900,23,3,216.0,2,2,2,222
17561,15359375525414500,23,3,234.0,2,2,2,222
17567,15359391800607700,23,3,234.0,2,2,2,222
17568,15359391918724400,23,4,474.04,2,1,1,211
17573,15359396194295900,23,5,392.25,2,1,1,211
17575,15359396635436600,19,3,182.0,2,2,2,222
17587,15359414237354500,23,5,344.0,2,1,1,211
17588,15359417420548600,23,8,679.0,2,1,1,211
17600,15359428298685700,12,10,753.0,1,1,1,111
17601,15359428362286100,22,4,279.0,2,1,2,212
17604,15359434406581100,23,3,363.25,2,2,1,221
17615,15359461880807600,23,3,245.75,2,2,2,222
17618,15359465686403800,23,3,246.0,2,2,2,222
17621,15359468270754500,23,3,179.53,2,2,2,222
17638,15359497373444500,23,3,266.0,2,2,2,222
17642,15359502811924200,23,4,485.28,2,1,1,211
17644,15359506368475800,23,7,369.95999999999987,2,1,1,211
17649,15359514607415600,23,7,1423.71,2,1,1,211
17651,15359516963179000,23,3,363.89,2,2,1,221
17652,15359517062462900,23,6,291.0,2,1,2,212
17657,15359528578378400,15,12,2345.8,2,1,1,211
17660,15359530807157000,23,6,408.0,2,1,1,211
17664,15359539257244700,23,7,998.79,2,1,1,211
17669,15359555453278800,14,7,578.8500000000001,2,1,1,211
17670,15359562715787700,23,3,214.0,2,2,2,222
17675,15359594169203900,23,5,550.0,2,1,1,211
17677,15359603347231500,23,3,191.25,2,2,2,222
17680,15359623395809900,23,4,199.04,2,1,2,212
17683,15359641760039900,23,4,214.0,2,1,2,212
17686,15359646308704800,23,5,251.0,2,1,2,212
17687,15359649478207000,23,4,389.4,2,1,1,211
17688,15359650333744200,23,11,1311.33,2,1,1,211
17691,15359662899091800,20,4,545.3,2,1,1,211
17696,15359709679059000,3,9,298.0,1,1,2,112
17697,15359724736645700,23,9,546.0,2,1,1,211
17698,15359740544462200,23,7,536.0,2,1,1,211
17699,15359747890748400,23,3,268.0,2,2,2,222
17702,15359753507088600,23,6,247.12000000000003,2,1,2,212
17709,15359770350268500,23,7,492.0,2,1,1,211
17711,15359779312961300,23,3,427.0,2,2,1,221
17712,15359779723101100,23,3,355.0,2,2,1,221
17714,15359782480001100,23,6,398.0,2,1,1,211
17718,15359785474706800,6,4,285.52,1,1,2,112
17719,15359785724521800,23,3,210.56,2,2,2,222
17723,15359793170679000,23,4,294.0,2,1,2,212
17728,15359797673886900,23,5,454.0,2,1,1,211
17731,15359802295906600,23,6,313.24000000000007,2,1,2,212
17732,15359805561506200,23,3,208.0,2,2,2,222
17733,15359810649685300,23,4,416.12,2,1,1,211
17735,15359815284246200,23,4,404.0,2,1,1,211
17739,15359818708007800,23,5,233.1,2,1,2,212
17742,15359825537766500,12,16,1779.34,1,1,1,111
17743,15359825599468200,23,4,437.0,2,1,1,211
17745,15359827698556000,23,3,241.0,2,2,2,222
17746,15359828105044100,23,3,227.0,2,2,2,222
17749,15359832440104800,23,5,316.0,2,1,2,212
17752,15359834173483600,16,4,778.8,2,1,1,211
17753,15359835916622300,23,3,364.43,2,2,1,221
17754,15359836657688000,23,3,318.0,2,2,2,222
17757,15359838696617000,23,3,219.0,2,2,2,222
17761,15359842372905800,23,3,239.0,2,2,2,222
17762,15359842463016000,22,3,323.9500000000001,2,2,2,222
17763,15359843284962400,23,7,532.9,2,1,1,211
17764,15359845333472300,4,12,920.7199999999997,1,1,1,111
17765,15359845420471100,23,4,520.4,2,1,1,211
17767,15359849356022600,4,7,469.84,1,1,1,111
17773,15359861964677300,23,7,423.0,2,1,1,211
17774,15359862253848200,23,3,331.0,2,2,1,221
17777,15359862524048900,4,7,622.0,1,1,1,111
17778,15359864409656300,23,13,1326.0,2,1,1,211
17781,15359867108378800,23,3,218.07,2,2,2,222
17785,15359877687736400,22,3,349.39,2,2,1,221
17790,15359881117131100,23,6,283.62,2,1,2,212
17791,15359881141462400,23,6,561.4,2,1,1,211
17792,15359881384859000,3,5,595.38,1,1,1,111
17794,15359885740632000,23,3,206.0,2,2,2,222
17795,15359887770587800,23,3,291.0,2,2,2,222
17797,15359889936172400,23,3,232.0,2,2,2,222
17801,15359898673252300,9,3,231.0,1,2,2,122
17805,15359904950884800,4,3,194.0,1,2,2,122
17806,15359906434747100,23,5,431.0,2,1,1,211
17808,15359908633439000,23,3,447.0,2,2,1,221
17810,15359912200135500,23,3,385.0,2,2,1,221
17812,15359912778111700,23,4,415.48,2,1,1,211
17818,15359920939854900,23,3,293.0,2,2,2,222
17819,15359922252597800,20,10,1460.0,2,1,1,211
17824,15359928106782400,23,3,214.67,2,2,2,222
17826,15359929245917500,23,6,684.0400000000002,2,1,1,211
17828,15359931043788000,23,9,1447.79,2,1,1,211
17829,15359931466298300,3,3,222.65,1,2,2,122
17830,15359931668582000,23,8,808.28,2,1,1,211
17832,15359936730734500,23,3,223.25,2,2,2,222
17835,15359940013835900,15,4,366.0,2,1,1,211
17836,15359941501088700,6,3,321.34,1,2,2,122
17838,15359943721339200,23,3,276.5,2,2,2,222
17839,15359952099622600,23,6,596.0,2,1,1,211
17847,15359959432183300,23,3,256.23,2,2,2,222
17848,15359960847724200,23,7,697.5400000000002,2,1,1,211
17854,15359968568524700,23,5,361.0,2,1,1,211
17855,15359972648176900,23,4,330.28,2,1,1,211
17856,15359975206224200,23,5,675.0,2,1,1,211
17861,15359978437177500,23,5,420.9,2,1,1,211
17863,15359983859876100,23,5,259.0,2,1,2,212
17867,15359987703631800,23,3,255.0,2,2,2,222
17869,15359990628411700,23,12,940.0,2,1,1,211
17870,15359991419229100,12,4,766.0,1,1,1,111
17873,15359995841247100,23,13,3209.5799999999995,2,1,1,211
17875,15359999179845600,23,3,216.0,2,2,2,222
17879,15360011713766000,23,7,1034.6699999999996,2,1,1,211
17885,15360018883984700,23,4,548.64,2,1,1,211
17887,15360022403855100,23,5,259.0,2,1,2,212
17888,15360022501278400,23,3,211.0,2,2,2,222
17889,15360023348694000,23,12,2611.4,2,1,1,211
17896,15360028153755200,23,4,340.0,2,1,1,211
17904,15360037282278500,23,3,435.0,2,2,1,221
17907,15360043565005900,23,4,385.0,2,1,1,211
17908,15360047004377500,23,3,295.44,2,2,2,222
17911,15360050208638700,23,3,188.36,2,2,2,222
17912,15360053057114700,19,14,1886.0,2,1,1,211
17915,15360058682457400,22,12,984.0,2,1,1,211
17917,15360060545116900,23,3,249.0,2,2,2,222
17927,15360069345634200,9,9,733.0,1,1,1,111
17928,15360069517518500,6,4,360.0,1,1,1,111
17930,15360071061068700,23,3,336.3400000000001,2,2,1,221
17931,15360071551484300,23,3,337.0,2,2,1,221
17934,15360073257601600,23,4,423.0,2,1,1,211
17939,15360077658924500,16,5,316.0,2,1,2,212
17942,15360079788928300,23,4,218.76,2,1,2,212
17947,15360085364613600,6,4,519.0,1,1,1,111
17948,15360086332847200,22,6,333.0,2,1,1,211
17949,15360088302902400,23,3,244.0,2,2,2,222
17952,15360092917704000,23,6,433.0,2,1,1,211
